Titel;DOI
Holzeinschlag 2018 kalamitätsbedingt bei 73,7 Mio. m3 : Schätzungen der Lagerbestände im Wald und in der Industrie bestimmen maßgeblich den Anstieg bei Einschlagsrückrechnung;
Spandicke bildanalytisch messen : Thünen-Institut für Holzforschung und Grecon entwickeln System zur 3D-Vermessung von Spänen;
Neues aus der Forstpflanzenzüchtung für die Praxis : Sechste Tagung der Sektion Forstgenetik/Forstpflanzenzüchtung vom 16. bis 18. September in Dresden;
Energetische Holzverwendung in Haushalten : Verbrauchsmusteranalyse gibt Einblicke in das Nutzungsverhalten der Privathaushalte in Deutschland;
Forstliche Zertifizierung - Nachweis von Legalität und Nachhaltigkeit : Rückblick und Ausblick aus Anlass von 20 Jahre PEFC;
Vorteile durch bildanalytisches Messen der Spandicken : Neue Technik zur Überwachung der Spangeometrie vereinfacht Steuerung und Optimierung des Spanplattenprozesses;
Nitrous oxide effluxes from plants as a potentially important source to the atmosphere;10.1111/nph.15455
Holz zerstörende Pilze an acetyliertem Holz;
Wood anatomical and topochemical analyses to characterize juvenile and adult wood of lesser-known species from Central America (Mexico);10.1163/22941932-40190256
Genetische Diversität im Vermehrungsgut der Rotbuche;
Bereitstellung von genetisch hochwertigem Vermehrungsgut;
AK5: Kleinprivatwaldeigentümer verstehen und aktivieren;
Genom-Editierung in Bäumen;
"""Prägung"": alternative Resistenzen für Baumarten";
Wälder in Deutschland sind eine wichtige Kohlenstoffsenke;
Die Kohlenstoffinventur 2017 – Methode, Durchführung, Kosten;
Wald- und Holzbodenfläche unverändert;
Produktivität der Wälder;
Rohstoffquelle Wald - Holzvorrat auf neuem Rekord;
Totholzvorräte weiterhin auf hohem Niveau;
Die Genressourcen der Edelkastanie erhalten und nutzen;
Betriebskonzentrationen und Skaleneffekte im Privatwald;
Bundesweite Projektion der Überlebensraten wichtiger Baumarten;
Genetische Ressourcen der Flatterulme erhalten und nutzen;
Multitalent Boden;
Effect of particleboard density and core layer particle thickness on surface roughness;10.12841/wood.1644-3985.292.13
"Willingness to pay for forest conservation in Ecuador: Results from a nationwide contingent valuation survey in a combined ""referendum"" - ""Consequential open-ended"" design";10.1016/j.forpol.2019.05.002
Natura 2000 payments for private forest owners in Rural Development Programmes 2007–2013 - a comparative view;10.1016/j.forpol.2017.08.019
Plasticity of response of tree-ring width of Scots pine provenances to weather extremes in Latvia;10.1016/j.dendro.2019.01.002
Knockdown of PCBER1, a gene of neolignan biosynthesis, resulted in increased poplar growth;10.1007/s00425-018-3021-8
Biological invasion threatens the sandy-savanna Mussununga ecosystem in the Brazilian Atlantic Forest;10.1007/s10530-019-01955-5
Impact of modelling choices on setting the reference levels for the EU forest carbon sinks: how do different assumptions affect the country-specific forest reference levels?;10.1186/s13021-019-0125-9
FragSAD: A database of diversity and species abundance distributions from habitat fragments;10.1002/ecy.2861
A unified framework for land cover monitoring based on a discrete global sampling grid (GSG);10.1007/s10661-018-7152-y
Phylogenetic relationships in two African Cedreloideae tree genera (Meliaceae) reveal multiple rain/dry forest transitions;10.1016/j.ppees.2019.01.002
Identification of tree species in wood composite products by DNA barcoding;10.1139/gen-2019-0083
Multiplexed chloroplast and nuclear marker sets for differentiation of 19 relevant poplar species for breeding;10.1139/gen-2019-0083
Differentiation, identification, and phylogenetic relationships of methyl salicylate producing birch species through chloroplast and nuclear markers;10.1139/gen-2019-0083
Using agent-based modelling to simulate social-ecological systems across scales;10.1007/s10707-018-00337-8
Development of nuclear and plastid SNP markers for genetic studies of Dipteryx tree species in Amazonia;10.1007/s12686-019-01081-3
Nuclear and chloroplastic SNP markers for genetic studies of timber origin for Hymenaea trees;10.1007/s12686-018-1077-1
Nuclear and plastidial SNP and INDEL markers for genetic tracking studies of Jacaranda copaia;10.1007/s12686-019-01097-9
Development of nuclear and plastid SNP and INDEL markers for population genetic studies and timber traceability of  Carapa species;10.1007/s12686-019-01090-2
Equations for estimating belowground biomass of Silver Birch, Oak and Scots Pine in Germany;10.3832/ifor2862-012
Spatio-temporal modelling of forest monitoring data: modelling German tree defoliation data collected between 1989 and 2015 for trend estimation and survey grid examination using GAMMs;10.3832/ifor2932-012
"Assessment of residential wood energy consumption using German
household-level data";10.1016/j.biombioe.2019.04.020
Quantitative assessment and visualisation of the Wood and Poly(Lactic Acid) Interface in sandwich laminate composites;10.3390/fib7020015
new methodology for rapidly assessing interfacial bonding within fibre-reinforced thermoplastic composites;10.1016/j.ijadhadh.2018.11.010
Aerial and terrestrial photogrammetric point cloud fusion for intensive forest monitoring;10.1553/giscience2019_02_s60
Species identification of European forest pathogens of the genus Milesina (Pucciniales) using urediniospore morphology and molecular barcoding including M. woodwardiana sp. nov.;10.3897/mycokeys.48.30350
"Occurrence of ""Candidatus Phytoplasma ulmi"" in native elm trees in Germany";10.5958/2249-4677.2019.00026.4
Evaluation of pomological traits of pear decline-resistant rootstocks;10.5958/2249-4677.2019.00081.1
Von Pflanzen und Menschen;
Genetic diversity in seeds produced in artificial Douglas-fir (Pseudotsuga menziesii) stands of different size;10.1016/j.foreco.2019.02.012
"Decay detection in Norway spruce (Picea abies) with the Rotfinder
instrument";10.1016/j.foreco.2019.06.038
European forest accounts for Germany - Quality of data bases and accounting methods;10.23765/afjz0002037
Wissenschaftlicher Bericht zu den neuen Techniken in der Pflanzenzüchtung und der Tierzucht und ihren Verwendungen im Bereich der Ernährung und Landwirtschaft;10.13140/RG.2.2.25969.79207
Agrarholzanbau und Biodiversität;
Agrarholz - Schnellwachsende Bäume in der Landwirtschaft : Biologie - Ökologie - Management;
Biotechnologie schnellwachsender Baumarten;10.1007/978-3-662-49931-3_6
A novel environmentally friendly approach to lignin-based cyclic carbonates;
"15th European Workshop on Lignocellulosics and Pulp : EWLP 2018; Aveiro, Portugal; 26.-29. June 2018";
"Cyclic organic carbonates as reagents for the functionalization
of lignins and hemicelluloses";
NWBC 2018 : proceedings of the 8th Nordic Wood Biorefinery Conference;
Screening of plant-associated antagonistic microorganisms to control the causative agent of ash dieback;
Züchtung, Zulassungen, Vermehrung;10.1007/978-3-662-49931-3_5
Chapter 6.4: Forest land (4.A);
Chapter 6.1: Overview (CRF Sector 4);
Beiträge zur Jahrestagung 2018 / Deutscher Verband Forstlicher Forschungsanstalten Sektion Ertragskunde;
"Ertragskundliche Projektionen für die Treibhausgasbilanzierung II : Wie weiter nach ""Paris""?";
Extended utilization of forest production & wood material: Hardwood usage from native properties to wood modification;
Proceedings / 26th European Biomass Conference and Exhibition : 14 - 17 May 2018, Copenhagen, Denmark;
Ergebnisse der ersten Landesweiten Waldinventur 2013 im Land Brandenburg : im Kontext mit der dritten Bundeswaldinventur 2012 und der Waldentwicklungs- und Holzaufkommensmodellierung 2012 - 2052;
"North American forest soils conference - international symposium on forest soils 2018 : soils-forests interactions in changing environments ; June 10-16, 2018, Quebec City, Quebec, Canada : program & abstract booklet";
Assessment of dead roots biomass in German forests;
"Erhöhung der stofflichen Nutzung von Holz in Gebäuden im Einklang mit der Rohstoffverfügbarkeit : Stellungnahme des Wissenschaftlichen Beirates Waldpolitik ; November 2018";
Emissionen von klimarelevanten Gasen aus Agrarholzanpflanzungen;
Aufschluss von Fichtenholz (Picea abies) mithilfe von Alkoxymethyleniminiumsalzen und organischen Lösungsmitteln;
Natural fibers and fiber-based materials in biorefineries : status report 2018;
CO2 footprint of rubber tree seeds as biodiesel feedstock source;
Steigerung der Prozesseffizienz in der Altpapieraufbereitung durch biotechnologische Behandlung der Deinkingschlämme;
Der Marktwert des Baums im Wald - Eine Erhebungsmethode zur qualitativen und quantitativen Bewertung ausgewählter Baumarten im Bestand;
EUTR and FSC-certification: Assessment of leakage and compliance with concession areas;
Analyse der Stoffströme des Altholzmarktes auf Grundlage der Abfallstatistik;
Untersuchung zur Erhöhung der Reaktivität von Isocyanatbindemitteln sowie Betrachtung von ausgewählten Eigenschaften von Spanplatten unter der Verwendung der modifizierten Isocyanatbindemitteln;
Wood utilization and sources in Brazil - a comprehensive market view on the basis of the Wood Resource Balance;
Der Einfluss des anthropogenen Klimawandels auf Gehölze;
Development of an evaluation tool to estimate future challenges for the papermaking industry;
"Impact of the implementation of the planned ISO standard 38200 ""Chain of custody of wood and wood-based products"" on the wood working industry and existing certification systems";
Vergleichende Bestimmung der statischen und dynamischen Biegeeigenschaften ausgewählter Stallbauhölzer;
Mögliche Einlagerung von Pestiziden im Holz des Apfelbaumes (Malus domestica) und dessen Auswirkungen auf den Einsatz in der Lebensmittelgarung;
Untersuchung der mechanischen Faserschädigung entlang der Prozesskette in der Zellstoffproduktion;
GIS based land use simulation of sustainable forest management and wood utilization in Thai Nguyen Province, Vietnam;
Natürliche Variabilität in der Extraktstoffzusammensetzung von Eucalyptus Globoidea BLAKELY;
Ozone concentrations are decreasing but exposure remains high in European forests;10.3220/ICP1525258743000
National forestry accounting plan for Germany;
Energetische Aspekte der industriellen Schnittholztrocknung;
Untersuchungen zur Reduzierung von Lagerschäden an Schnittholz;
Untersuchung der Zusammensetzung der Kalkschale von Teredo navalis : Projektarbeit;
Eigenschaften microfibrillierter Cellulose in Stärkefolien;
Methodology development of a tree volume function applicable to Bruguiera gymnorrhiza located in the mangrove forest of Fiji;
Lignocellulose-Bioraffinerien auf Basis von Holz: Eine Gegenüberstellung der Ziele der Politik, den Ergebnissen aus der Forschung und dem Entwicklungsstand der Wirtschaft;
Auswirkungen von elektrischen Feldern auf das Wachstum und den Gaswechsel von Mais und Eukalyptus;
Referenzen für die Faseranalytik;
Einfluss des Schneidenverschleißes von Zerspanungswerkzeugen auf die Klebefestigkeit von Ölpalmenholz;
Methodology development of biomass assessments applicable to rhizophora spp. located in the mangrove forest of fiji;
Außenhandelsströme von Rohholz und Schnittholz in Bezug auf die internationale Flächennutzung;
Palettenklötze aus Holz: Eine Analyse ausgewählter Ländermärkte sowie die Herstellungsverfahren und Anlagenhersteller, mit Fokus auf Chemie- und Europaletten;
Analyse des öffentlichen und privaten Marktes von hybriden Büro- und Verwaltungsgebäuden;
Untersuchung von Einflussfaktoren auf die Verklebung von Eucalyptus globoidea;
