Title;DOI
Umsetzung der Gewässerschutzberatung in der Gebietskulisse der Grundwasserkörper in einem schlechten chemischen Zustand gemäß EG-WRRL und ausgewählten Seeneinzugsgebieten : Landesprogramm ländlicher Raum (LPLR) des Landes Schleswig-Holstein 2014 bis 2020;10.3220/5LE1592809089000
Workshop on guidelines and methods for the evaluation of rebuilding plans (WKREBUILD);10.17895/ices.pub.6085
High-throughput analyses of microplastic samples using fourier transform infrared and raman spectrometry;10.1177/0003702820932926
Overview of current practices in data analysis for wood identification : A guide for the different timber tracking methods;10.13140/RG.2.2.21518.79689
Correcting high-frequency losses of reactive nitrogen flux measurements;10.5194/amt-13-2923-2020
Changes in wood anatomical traits in Scots pine under different climate-change scenarios;10.1163/22941932-00002111
Species determination and phylogenetic relationships of the genus Betula inferred from multiple chloroplast and nuclear regions reveal the high methyl salicylate-producing ability of the ancestor;10.1007/s00468-020-01984-x
Functional diversity changes after selective thinning in a tropical mountain forest in Southern Ecuador;10.3390/d12060256
Linking global CGE models with sectoral models to generate baseline scenarios: approaches, challenges, and opportunities;10.21642/JGEA.050105AF
Insights on integrating habitat preferences in process-oriented ecological models - a case study of the southern North Sea;10.1016/j.ecolmodel.2020.109189
Exploring patterns of forest governance quality: Insights from forest frontier communities in Zambia´s Miombo ecoregion;10.1016/j.landusepol.2020.104866
Die Europäische Kommission als Regierung Europas? Eine Analyse der politischen Steuerungsmöglichkeiten der supranationalen Exekutive nach der Wahl Ursula von der Leyens zur Präsidentin;10.3224/gwp.v69i1.04
Populistische Verwaltungspolitik : Eine verwaltungswissenschaftliche Perspektive auf populistische Strategien der Staatstransformation;10.3224/dms.v13i2.02
Baltic Fisheries Assessment Working Group (WGBFAS);10.17895/ices.pub.6024
Verflechtungen der Forst-, Holz- und Papierwirtschaft mit den kritischen Infrastrukturen in Deutschland (KRITIS);10.3220/WP1593761759000
Setting up a bioeconomy monitoring: Resource base and sustainability;10.3220/WP1593762669000
Water availability affects nectar sugar production and insect visitation of the cup plant Silphium perfoliatum L. (Asteraceae);10.1111/jac.12406
Zins - Fluch oder Segen in der forstlichen Planung?;10.23765/afjz0002041
EU-Mercosur Agreement: Consequences for the agricultural and food sector;10.3220/PB1586242213000
Catch sampling of the pelagic freezer trawler fishery operating in European waters in 2017-2018 - joint report of the Dutch and German national sampling programmes;10.18174/512809
Charcoal use in Zambia’s Miombo: balancing livelihoods and forest preservation;10.3220/PB1586850994000
Mixed-species plantations as a multi-functionality-tool for landscape restoration;10.3220/PB1586939200000
The 15N gas-flux method to determine N2 flux: a comparison of different tracer addition approaches;10.5194/soil-6-145-2020
First evidence of explosives and their degradation products in dab (Limanda limanda L.) from a munition dumpsite in the Baltic Sea;10.1016/j.marpolbul.2020.111131
Combined application of organic manure with urea does not alter the dominant biochemical pathway producing N2O from urea treated soil;10.1007/s00374-019-01420-4
Maize root and shoot litter quality controls short-term CO2 and N2O emissions and bacterial community structure of arable soil;10.5194/bg-17-1181-2020
Rhizosphere processes in nitrate-rich barley soil tripled both N2O and N2 losses due to enhanced bacterial and fungal denitrification;10.1007/s11104-020-04457-9
Effects of increasing alfalfa (Medicago sativa) leaf levels on the fattening and slaughtering performance of organic broilers;10.1111/jpn.13353
Species richness in North Atlantic fish: Process concealed by pattern;10.1111/geb.13068
Towards ending natural forest loss by 2030: UNFCCC REDD+ and deforestation-free supply chains;10.3220/PB1587381393000
Primärwaldverlust bis 2030 stoppen: UNFCCC REDD+ und Entwaldungsfreie Lieferketten;10.3220/PB1587381727000
Acceptance and feasibility of a guideline for the animal welfare assessment of fattening pigs from farmers' point of view;10.3390/ani10040711
Evolution of male pregnancy associated with remodeling of canonical vertebrate immunity in seahorses and pipefishes;10.1073/pnas.1916251117
The food source of Sargasso Sea leptocephali;10.1007/s00227-020-3662-6
Spatial and temporal distribution patterns of brown shrimp (Crangon crangon) derived from commercial logbook, landings, and vessel monitoring data;10.1093/icesjms/fsaa021
Auswirkungen der Europäischen Holzhandelsverordnung auf Importeure von Holzerzeugnissen in Deutschland - Design und Ergebnisse einer Befragung;10.3220/WP1587970140000
Die Gemeinsame Agrarpolitik : Entwicklungsstand und Reformbedarf;10.1007/978-3-658-17409-5_33
High-Level production of succinic acid from crude glycerol by a wild type organism;10.3390/catal10050470
Zur Rückwanderung von Arbeitskräften in die ländlichen Regionen Deutschlands: deskriptive Befunde;10.3220/WP1588052806000
Dumped munitions: New insights into the metabolization of 2,4,6-trinitrotoluene in Baltic flatfish;10.1016/j.marenvres.2020.104992
Forstliche Mischplantagen als multifunktionales Mittel zur Wiederherstellung von Waldlandschaften;10.3220/PB1588060815000
Lethal effect of filamentous algal blooms on Atlantic herring (Clupea harengus) eggs in the Baltic Sea;10.1002/aqc.3329
Sequencing of two transgenic early-flowering poplar lines confirmed vector-free single-locus T-DNA integration;10.1007/s11248-020-00203-0
Sentinel-1 time series data for monitoring the phenology of winter wheat;10.1016/j.rse.2020.111814
Gillnet fishers’ knowledge reveals seasonality in depth and habitat use of cod (Gadus morhua) in the Western Baltic Sea;10.1093/icesjms/fsaa071
Nitrogen tax and set-aside as greenhouse gas abatement policies under global change scenarios: A case study for Germany;10.1007/s10640-021-00573-x
Evaluation des Agrarinvestitionsförderungs-Programms (AFP - TM 4.1 des EPLR) : Programm zur Förderung der Entwicklung im ländlichen Raum Niedersachsen und Bremen 2014-2020 (PFEIL);10.3220/5LE1589187747000
The Montado/Dehesa cow-calf production systems in Portugal and Spain: An economic and resources’ use approach;10.3390/land9050148
Imported versus domestic chicken consumption in Ghana: Do attitudes and perceptions matter?;10.1080/08974438.2020.1751767
Profiling consumers based on information use and trust in a developing economy;10.1111/ijcs.12565
Citizen Science - Neues Beteiligungsformat für die Forschung zur Agrar-, Forst-, Fischereiwirtschaft und zu ländlichen Räumen?;10.3220/WP1589785971000
Szenarien einer Bioökonomie für Deutschland aus gesellschaftlicher Perspektive;10.3220/WP1589805228000
Fate and stability of dissolved organic carbon in topsoils and subsoils under beech forests;10.1007/s10533-020-00649-8
Changes in soil organic carbon under perennial crops;10.1111/gcb.15120
Competitiveness of Portuguese Montado Ewe Production systems among the European Ewe Production systems;10.3390/agriculture10050184
"Eckpunkte der Waldstrategie 2050 : Stellungnahme des Wissenschaftlichen Beirates Waldpolitik ; Februar 2020";10.12767/buel.vi229
Nitrogen surplus - A unified indicator for water pollution in Europe?;10.3390/w12041197
Öko-Ebermast als Alternative zur Kastration;10.3220/PB1590492826000
Fattening of entire male pigs as an alternative to piglet castration;10.3220/PB1590493276000
Drivers of organic food choice in Germany - the case of young adults;10.1007/s13165-020-00306-2
The impact of agricultural production and policy on water quality during the dry year 2018, a case study from Germany;10.3390/w12061519
Differential gene expression patterns related to lipid metabolism in response to ocean acidification in larvae and juveniles of Atlantic cod;10.1016/j.cbpa.2020.110740
Linking individual physiological indicators to the productivity of fish populations: A case study of Atlantic herring;10.1016/j.ecolind.2020.106146
Adaptive capacity and coping strategies of small-scale coastal fisheries to declining fish catches: Insights from Tanzanian communities;10.1016/j.envsci.2020.03.012
Experimental determination of the impact energy of horse kicks;10.1016/j.biosystemseng.2020.04.009
Workshop on better coordinated stomach sampling (WKBECOSS);10.17895/ices.pub.5991
Hohe Nitratbelastungen im Grundwasser erfordern verschärfte Maßnahmen in der Landwirtschaft zur Minderung von Nährstoffüberschüssen;10.24355/dbbs.084-202001201540-0
Influence of a thermal treatment on the tensile strength and equilibrium moisture content of bamboo (Guadua angustifolia Kunth);10.15376/biores.15.2.3103-3111
Carbon-nitrogen interactions in European forests and semi-natural vegetation - Part 1: Fluxes and budgets of carbon, nitrogen and greenhouse gases from ecosystem monitoring and modelling;10.5194/bg-17-1583-2020
"Pappeln und andere schnellwachsende Baumarten in Deutschland : Bericht der nationalen Pappelkommission ; 2016 - 2019";10.3220/WP1585652175000
Soil incubation study showed biogas digestate to cause higher and more variable short-term N2O and N2 fluxes than mineral-N;10.1002/jpln.201900075
Lebensmittelabfälle - Messen ist der erste Schritt zu wirksamen Reduzierungsmaßnahmen;10.23789/1868-0763-2020-1-30
"Poplars and other fast growing tree species in Germany : Report of the National Poplar Commission ; 2016-2019";10.3220/WP1585727785000
Operationalizing risk-based cumulative effect assessments in the marine environment;10.1016/j.scitotenv.2020.138118
EU-Mercosur-Abkommen: Folgen für den Agrar- und Ernährungssektor;10.3220/PB1585893992000
Lokale Migrationspolitik in ländlichen Regionen Deutschlands: Ausgangspunkte für empirische Forschung;10.3220/WP1585900191000
Politische Ziele und ästhetische Strategien von Umweltdokumentarfilmen - Eine interdisziplinäre Annäherung;10.3220/REP1585820523000
Der Markt für Zucker;10.30430/69.2020.5.32-66
Determination of optimal acoustic passive reflectors to reduce bycatch of odontocetes in gillnets;10.3389/fmars.2020.00539
How to increase demand for carp? Consumer attitudes and preferences in Germany and Poland;10.1108/BFJ-11-2019-0875
Präferenzen der Verbraucher für Geflügelfleisch in Ghana;10.3220/PB1594196155000
Age validation of age 0-3 wild cod Gadus morhua in the western Baltic Sea through mark-recapture and tetracycline marking of otoliths;10.3354/meps13380
The FLUXNET2015 dataset and the ONEFlux processing pipeline for eddy covariance data;10.1038/s41597-020-0534-3
"Working Group on Cephalopod Fisheries and Life History (WGCEPH; outputs from 2019 meeting)";10.17895/ices.pub.6032
Leader as a European policy for rural development in a multilevel governance framework: a comparison of the implementation in France, Germany and Italy;10.2478/euco-2020-0009
Effect of variety and environment on the contents of crude nutrients and amino acids in organically produced cereal and legume grains;10.1007/s13165-019-00261-7
Economic and environmental consequences of the ECJ genome editing judgement in agriculture;10.3220/WP1595233767000
Ang magkakahalong plantasyon bilang pangmaramihang tugon sa pagpapanumbalik ng kalikasan;10.3220/PB1588061278000
"Fachforum Bienen und Landwirtschaft : Synergien erforschen, Lösungen entwickeln ; Forschungsstrategie der Deutschen Agrarforschungsallianz";10.3220/DAFA1582194383000
"Expert Forum Bees and Agriculture : researching synergies, developing solutions ; research strategy of the German Agricultural Research Alliance";10.3220/DAFA1587459054000
Evaluierung der Förderung von Investitionen im Bereich der Verarbeitung und Vermarktung landwirtschaftlicher Erzeugnisse (Schwerpunktbereich 3A)  : Landesprogramm ländlicher Raum (LPLR) des Landes Schleswig-Holstein 2014 bis 2020;10.3220/5LE1588237728000
