Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
"M. Oppermann (2022-05-20): IPK genebank accessions passport data snapshot 2022-05-22."; 10.5447/ipk/2022/8;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Berkner (2023-11-12): Leveraging the diversity in grain protein and lysine content across the winter wheat genebank collection hosted at the Leibniz Institute of Plant Genetics and Crop Plant Research."; 10.5447/ipk/2023/20;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"U. Wegner (2023-07-10): Enhancing a Sphaerobacter thermophilus ω-transaminase for kinetic resolution of β- and γ-amino acids."; 10.5447/ipk/2023/12;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"L. Laber et al. (2023-12-05): Effects of moxidectin treatment on seedlings emerging from sheep faeces."; 10.5447/ipk/2023/23;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"R. Abbai et al. (2023-07-11): Genotypic and phenotypic datasets of a tetraploid wheat RIL population."; 10.5447/ipk/2023/17;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"A. Câmara et al. (2022-04-05): Helical organization of barley metaphase chromatids."; 10.5447/ipk/2023/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Oppermann (2022-08-17): IPK genebank accessions passport data snapshot 2022-08-17."; 10.5447/ipk/2022/16;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"K. Köhl et al. (2023-03-09): Phenotyping shoot growth in potato under short-term and long-term drought stress."; 10.5447/ipk/2023/9;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"M. Oppermann (2022-11-16): IPK genebank accessions passport data snapshot 2022-11-16."; 10.5447/ipk/2022/30;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Schneider (2023-06-20): Genomic SNP profiles for 100 winter wheat lines."; 10.5447/ipk/2023/14;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"L. Laber et al. (2023-12-05): Influences of macrocyclic lactones on germination of temperate grassland species."; 10.5447/ipk/2023/22;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Oppermann (2023-08-22): IPK genebank accessions passport data snapshot 2023-08-22."; 10.5447/ipk/2023/16;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Heuermann (2023-08-17): High-throughput phenotyping of an Arabidopsis thaliana accession panel exposed to fluctuating light treatment EXP1."; 10.5447/ipk/2024/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Oppermann (2023-11-20): IPK genebank accessions passport data snapshot 2023-11-20."; 10.5447/ipk/2023/21;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"H. Gundlach (2021-08-10): Transposon annotation for Cuscuta campestris."; 10.5447/ipk/2023/24;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Heuermann (2023-08-17): High-throughput phenotyping of an Arabidopsis thaliana accession panel exposed to fluctuating light treatment EXP2."; 10.5447/ipk/2024/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Heuermann (2023-08-18): High-throughput phenotyping of an Arabidopsis thaliana accession panel exposed to fluctuating light treatment EXP3."; 10.5447/ipk/2024/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Oppermann (2024-02-15): IPK genebank accessions passport data snapshot 2024-02-15."; 10.5447/ipk/2024/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
